,CDC2,CDC7,CDK10,CDK11,CDK2,CDK3,CDK4,CDK5,CDK6,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL4,CDKL5,FLT3,FLT4,JAK1,JAK1-b,JAK2,JAK2-b,JAK3,JAK3-b,JNK1,JNK2,JNK3,LRRK1,LRRK2,PLK1,PLK2,PLK3,PLK4,RET,RIPK1,RIPK2,RIPK3
CDK8,0.76639854838764,0.599976644912778,0.7474649258005622,0.9955882352941177,0.7515442274261681,0.7535395647062999,0.7579139478578487,0.7433267108874669,0.7418687576837594,0.7445495638833408,1.0,0.7669954896895688,0.7141716813850487,0.7082759487862249,0.7032384383131498,0.7156456781200136,0.7026184810459332,0.6165600763807941,0.5944341950294673,0.5984505573805392,0.5424636122303126,0.6175994963872996,0.5303651621332823,0.6187971548755369,0.5322402358671715,0.6682983424034398,0.6765783330193544,0.6777428883387344,0.5844529974932412,0.6418715282235289,0.5956145878103786,0.6296009870058905,0.6201657160929464,0.6393407865039105,0.622395794455714,0.6617954530303225,0.5700437824604645,0.6144360723174733
CDK9,0.7821763982262413,0.620938769833135,0.8008034498936543,0.7630494873763338,0.7857938778432318,0.793121701321278,0.75322236072268,0.782138695097586,0.7670911365741692,0.7740416883134973,0.7669954896895688,1.0,0.7660183052602999,0.7577401989022184,0.7601093556534193,0.7642434934730107,0.7565401609108958,0.690877025630807,0.6719144847981765,0.6471380403677864,0.5588742383737991,0.6522471295051696,0.5650590675650963,0.6543390951170581,0.5662341316444337,0.6818497790826149,0.6866932133207945,0.6866617437223203,0.6278900602768245,0.6503485822107913,0.6386059242985177,0.6460175909950254,0.630026485263785,0.6766363400753704,0.6662369425828969,0.6671464611596343,0.6127994366470593,0.6852207359697091
CDKL1,0.7811832722685075,0.592893975479651,0.7267046065374748,0.7102256790718139,0.7919284315306493,0.8048380033318785,0.745134788011551,0.7816610614600563,0.7617571268648706,0.7190314417045294,0.7141716813850487,0.7660183052602999,1.0,0.8919945586209919,0.8640507284028064,0.9515589307401445,0.8131803625143216,0.6819239009092214,0.6385638886409638,0.6019449584342401,0.5288055411788579,0.6249338200913118,0.5289287228314643,0.6317463410681456,0.5409088267915655,0.6747698426208387,0.6798184834512528,0.679581807260544,0.6141049345232141,0.6462886083078205,0.5635220855128633,0.576136554132195,0.5725278547041365,0.6339808606378545,0.6264572735239893,0.6468243559991642,0.584920484749866,0.6065595284239004
CDKL2,0.7817159061931169,0.6023108233961859,0.7091279432173839,0.7043299464729901,0.7911895209311999,0.797527500001586,0.7382965822313283,0.7656081388804352,0.7522512946098885,0.7256218900311149,0.7082759487862249,0.7577401989022184,0.8919945586209919,1.0,0.9036195860392527,0.8777698149117414,0.8328868463984664,0.6968277402837019,0.6549263014683786,0.6278211494611226,0.5332425770605682,0.6440721266123974,0.5363060560601305,0.6411725698021388,0.548662383707463,0.7124278360901366,0.7159001152193305,0.7172398007298417,0.6148630551846158,0.6510801663252646,0.5670041170101415,0.5813756946259591,0.5845047009636636,0.6423835475564528,0.6270421387513322,0.6513732792682089,0.592624753863179,0.6387606028644159
CDKL3,0.7393320334414228,0.5983870247005376,0.6934472769282806,0.6992924359999149,0.7442189881237078,0.7495513689129244,0.7407209434849122,0.7446009732778571,0.7346737850182194,0.7112984245715153,0.7032384383131498,0.7601093556534193,0.8640507284028064,0.9036195860392527,1.0,0.8513258103093739,0.7931455883036581,0.6841986483584823,0.6443895620884119,0.6368101528426474,0.5510269015401266,0.6473700833799777,0.5501658817883128,0.6588960870068615,0.5632734386387845,0.6928157266989429,0.6923664372006858,0.6976276913386482,0.6171544588014639,0.6776214401366302,0.5771899465519726,0.5864924218362716,0.5716378243288724,0.6286286449615522,0.6348529848271055,0.6495725837102466,0.5874523043342453,0.6469247889529051
CDKL4,0.7714473903663254,0.5720862808802006,0.7208912979041803,0.7116996758067787,0.7791672688072642,0.7920768406084935,0.7427415849287493,0.7718410752072595,0.7578933355467748,0.7097787932196258,0.7156456781200136,0.7642434934730107,0.9515589307401445,0.8777698149117414,0.8513258103093739,1.0,0.7933656631772759,0.699456643025087,0.6494706441573938,0.605877217601534,0.523366060359246,0.6366376502575368,0.5277769412587052,0.6410199000171198,0.5311306886513465,0.6739657277611274,0.6803791833609096,0.6787776924008326,0.6114880966668382,0.661918448166995,0.5674672709757985,0.5716918274201358,0.5711084088132802,0.6322122892164983,0.6339235746190757,0.6484865270408322,0.5912650032248284,0.6096978959262703
CDKL5,0.7657542743776881,0.6021546094233431,0.7536688990207324,0.7012319971612536,0.7621330618998403,0.7714765303480239,0.7478884882599505,0.7443791326425383,0.7460829446676276,0.7335882391339851,0.7026184810459332,0.7565401609108958,0.8131803625143216,0.8328868463984664,0.7931455883036581,0.7933656631772759,1.0,0.6882136879780792,0.6437871591577866,0.6286631427477021,0.5324925533105788,0.6324455559119616,0.5301637016451038,0.6201273444260648,0.5267877738330156,0.6927092519347043,0.6973764606608182,0.6987161461713296,0.631186301409367,0.6382721712130832,0.598422807331825,0.6103409678885715,0.5995560531101626,0.6338583162279255,0.6430109397300379,0.6526008350714437,0.6010410210479554,0.6452209143575183
FLT3,0.6736160945025531,0.5567324841663017,0.6391662849580232,0.6126140740675593,0.6646711744559585,0.6762300547384373,0.6672921344521415,0.6658216084368423,0.6742916245395478,0.6537330078449589,0.6165600763807941,0.690877025630807,0.6819239009092214,0.6968277402837019,0.6841986483584823,0.699456643025087,0.6882136879780792,1.0,0.8449750324993494,0.7011601042809017,0.5701469267287178,0.6976283571614867,0.5836049256208683,0.6903490785178015,0.6213804394742645,0.6523569148164183,0.6531859548101322,0.6571688794561236,0.6081068991299393,0.6483220146205089,0.611019728224045,0.6287867451564804,0.6169524751858854,0.6780309432687521,0.75755306414254,0.6973611793216528,0.6080655552787316,0.6508936366953874
FLT4,0.6525130927766768,0.5459867758654672,0.6320039567173426,0.5904881927162323,0.6577967000970972,0.6523375437364624,0.640656255193948,0.6470968885835192,0.667512278940341,0.6501154316034521,0.5944341950294673,0.6719144847981765,0.6385638886409638,0.6549263014683786,0.6443895620884119,0.6494706441573938,0.6437871591577866,0.8449750324993494,1.0,0.7073486667625859,0.5731946416262756,0.6873820401835351,0.5878441038969531,0.6963192883886404,0.6074406102303732,0.6412252947095723,0.6430635869106616,0.6401549064081011,0.6039704401434721,0.679435025715098,0.6279854930982726,0.6283590337175189,0.6267431992174856,0.6663222389997999,0.7896867509678818,0.6708891736323112,0.6312767379339325,0.650296492824935
JAK1,0.6766291356407861,0.5477568946580331,0.6265179946498103,0.5970640734958597,0.6614578058471283,0.6676123052373983,0.6655081535376931,0.6582906221194809,0.6782386145132736,0.6286132489300551,0.5984505573805392,0.6471380403677864,0.6019449584342401,0.6278211494611226,0.6368101528426474,0.605877217601534,0.6286631427477021,0.7011601042809017,0.7073486667625859,1.0,0.5579166359038514,0.8689097204859536,0.5940767157357573,0.8318486160842089,0.6053203386187176,0.6171740641129225,0.6265981292929759,0.6231809583495478,0.6188345288189,0.6584055674904337,0.6255543455750471,0.6296149208192972,0.6180326634328157,0.6328296751176719,0.7373388799247953,0.6722012565319301,0.6584408320185523,0.6420973310776826
JAK1-b,0.5726926210324486,0.4971044331746262,0.5645985358044466,0.5424636122303126,0.5807435016491536,0.5822473488882561,0.5703177450220677,0.5796867336010396,0.5704927594113068,0.5719520022445208,0.5424636122303126,0.5588742383737991,0.5288055411788579,0.5332425770605682,0.5510269015401266,0.523366060359246,0.5324925533105788,0.5701469267287178,0.5731946416262756,0.5579166359038514,1.0,0.5614081260282678,0.7625317296482341,0.5597149066563969,0.72163106524915,0.5477963288794742,0.5528894134601283,0.5505693357927542,0.5436128544411583,0.5588160003482682,0.5246801560010346,0.5150383253305253,0.4975932996502907,0.5656482331196965,0.5997047119937903,0.5787209916991513,0.5845729642496607,0.5731888935580169
JAK2,0.6893158550004497,0.5573648290071757,0.654137533434373,0.6162130125026201,0.6754798757888077,0.6830885338731607,0.6745826501755404,0.6620360659325393,0.6789403828504172,0.6376728084851163,0.6175994963872996,0.6522471295051696,0.6249338200913118,0.6440721266123974,0.6473700833799777,0.6366376502575368,0.6324455559119616,0.6976283571614867,0.6873820401835351,0.8689097204859536,0.5614081260282678,1.0,0.5936236989204681,0.8813563818658813,0.6030606423435153,0.6353918622088592,0.6390786787781105,0.6413987564454845,0.649175272527121,0.6386497237500822,0.6200423517787078,0.6226113269382003,0.6120937555560092,0.6411908508160534,0.7411396943304136,0.6641257716187114,0.6752296750450031,0.6620076462516523
JAK2-b,0.5601399310137675,0.4668378287924294,0.5623973985720561,0.5318357503685764,0.5544004501135248,0.5662481626481435,0.5733445471605056,0.5672474798229091,0.5890985021020643,0.5516256537584286,0.5303651621332823,0.5650590675650963,0.5289287228314643,0.5363060560601305,0.5501658817883128,0.5277769412587052,0.5301637016451038,0.5836049256208683,0.5878441038969531,0.5940767157357573,0.7625317296482341,0.5936236989204681,1.0,0.5619771115609747,0.7200794420964598,0.5120667013932131,0.5098928938664578,0.5179490543343895,0.5423926063954339,0.5477887421188861,0.5533168248237055,0.5323270972082886,0.5076231123660963,0.5509163169717063,0.630229469642096,0.5594654415586251,0.529428515793052,0.5697223966454261
JAK3,0.6755787155102909,0.5626515905246764,0.6445097940479564,0.6174106709908573,0.6735233131940983,0.6683710022261391,0.6680446731858793,0.6576358028686781,0.6740518262247573,0.6290994916597106,0.6187971548755369,0.6543390951170581,0.6317463410681456,0.6411725698021388,0.6588960870068615,0.6410199000171198,0.6201273444260648,0.6903490785178015,0.6963192883886404,0.8318486160842089,0.5597149066563969,0.8813563818658813,0.5619771115609747,1.0,0.5940349156067681,0.6315978861914666,0.6352847027607178,0.6376047804280918,0.6439017244627688,0.6579359234105773,0.6080678001408235,0.6138899647601701,0.5899687566263083,0.651926925876227,0.7336686802673218,0.6743523371107265,0.6682851677505919,0.6651058791999833
JAK3-b,0.5835050312306894,0.4911196222975096,0.5602885790083918,0.5337108241024656,0.5835536423486513,0.5796595371955904,0.5896234892774642,0.5997635474802587,0.5949271776926793,0.5888199499420983,0.5322402358671715,0.5662341316444337,0.5409088267915655,0.548662383707463,0.5632734386387845,0.5311306886513465,0.5267877738330156,0.6213804394742645,0.6074406102303732,0.6053203386187176,0.72163106524915,0.6030606423435153,0.7200794420964598,0.5940349156067681,1.0,0.5331356784426099,0.5305392376812982,0.5374633387978777,0.5821023232594642,0.5878579039353932,0.5371968789962797,0.5301310703084522,0.5396979103214903,0.6007970537318823,0.6575048534851624,0.6204675173000708,0.5580968677440554,0.6004286863898625
JNK1,0.7082503941548092,0.6178462103583005,0.6863766856789605,0.6682983424034398,0.7191220787831557,0.7171147872068218,0.6900475388363642,0.695514013216209,0.6909931692867223,0.6951800351670047,0.6682983424034398,0.6818497790826149,0.6747698426208387,0.7124278360901366,0.6928157266989429,0.6739657277611274,0.6927092519347043,0.6523569148164183,0.6412252947095723,0.6171740641129225,0.5477963288794742,0.6353918622088592,0.5120667013932131,0.6315978861914666,0.5331356784426099,1.0,0.9784025947781914,0.9905554540647055,0.6195296944633216,0.6654060472890619,0.5876351208488555,0.6072514320186525,0.6100064117637891,0.6389681919853645,0.6220290729621919,0.6664595825021342,0.6287682959520928,0.6346237533124676
JNK2,0.7194022045161067,0.6103768787619877,0.6910438944050743,0.6721665683134721,0.7253656492104898,0.7219718737494762,0.6949046253790188,0.7003710997588635,0.6958502558293768,0.6904532868535066,0.6765783330193544,0.6866932133207945,0.6798184834512528,0.7159001152193305,0.6923664372006858,0.6803791833609096,0.6973764606608182,0.6531859548101322,0.6430635869106616,0.6265981292929759,0.5528894134601283,0.6390786787781105,0.5098928938664578,0.6352847027607178,0.5305392376812982,0.9784025947781914,1.0,0.9878471407134859,0.6245939452912082,0.6725305155569825,0.5753027509229767,0.6046434034543994,0.6060118993148566,0.6393013398916995,0.6309446477013777,0.6658809045061218,0.6394989029643046,0.6300324808484874
JNK3,0.7176949400901037,0.6084016644230058,0.6923835799155856,0.6733311236328521,0.7251289730197809,0.7217351975587674,0.6946679491883099,0.7001344235681547,0.6956135796386679,0.6916178421728865,0.6777428883387344,0.6866617437223203,0.679581807260544,0.7172398007298417,0.6976276913386482,0.6787776924008326,0.6987161461713296,0.6571688794561236,0.6401549064081011,0.6231809583495478,0.5505693357927542,0.6413987564454845,0.5179490543343895,0.6376047804280918,0.5374633387978777,0.9905554540647055,0.9878471407134859,1.0,0.6216212992221457,0.6748505932243566,0.578190574913561,0.6073759733141012,0.6087444691745584,0.6449750862219895,0.6280359671988172,0.6724664767387594,0.6273460436777905,0.6392441636644132
LRRK1,0.619744265832538,0.5073225917447042,0.6088047419458587,0.5888647621991235,0.6148799014541321,0.6223138304057049,0.6426938575844318,0.6178578405921474,0.6440095798328294,0.63166562336756,0.5844529974932412,0.6278900602768245,0.6141049345232141,0.6148630551846158,0.6171544588014639,0.6114880966668382,0.631186301409367,0.6081068991299393,0.6039704401434721,0.6188345288189,0.5436128544411583,0.649175272527121,0.5423926063954339,0.6439017244627688,0.5821023232594642,0.6195296944633216,0.6245939452912082,0.6216212992221457,1.0,0.6722839932694095,0.584014720215433,0.5787858332648296,0.582437306128967,0.6086705588588948,0.6502778749362619,0.6442565434921814,0.6437466900289309,0.6127459765859455
LRRK2,0.6665442982247656,0.5505308066319701,0.6586245675774591,0.6374597635176465,0.6600362546284767,0.6676673244072147,0.6692227418202841,0.636728624591243,0.6816955938029414,0.6774915934529973,0.6418715282235289,0.6503485822107913,0.6462886083078205,0.6510801663252646,0.6776214401366302,0.661918448166995,0.6382721712130832,0.6483220146205089,0.679435025715098,0.6584055674904337,0.5588160003482682,0.6386497237500822,0.5477887421188861,0.6579359234105773,0.5878579039353932,0.6654060472890619,0.6725305155569825,0.6748505932243566,0.6722839932694095,1.0,0.6010630830945092,0.6059601674696753,0.5961959448169397,0.6906663073858418,0.6747592340708312,0.6674372285421297,0.6018171357455471,0.6678331505663548
PLK1,0.601184056514796,0.5198995503324765,0.6270214444767571,0.5956145878103786,0.5997320441918891,0.6023342475214217,0.5905931148926138,0.6077950730711003,0.6135675602798027,0.6253031369624862,0.5956145878103786,0.6386059242985177,0.5635220855128633,0.5670041170101415,0.5771899465519726,0.5674672709757985,0.598422807331825,0.611019728224045,0.6279854930982726,0.6255543455750471,0.5246801560010346,0.6200423517787078,0.5533168248237055,0.6080678001408235,0.5371968789962797,0.5876351208488555,0.5753027509229767,0.578190574913561,0.584014720215433,0.6010630830945092,1.0,0.792520171402197,0.7833244261318165,0.6730101458572177,0.6169932227367176,0.6065975558850084,0.5706590670311388,0.6198328084438839
PLK2,0.6219660985156309,0.5467968615726877,0.6247301301543329,0.628214503121211,0.617703687049539,0.6150406391812182,0.5998980580820531,0.6101917030061877,0.6118430954673786,0.6207126867716534,0.6296009870058905,0.6460175909950254,0.576136554132195,0.5813756946259591,0.5864924218362716,0.5716918274201358,0.6103409678885715,0.6287867451564804,0.6283590337175189,0.6296149208192972,0.5150383253305253,0.6226113269382003,0.5323270972082886,0.6138899647601701,0.5301310703084522,0.6072514320186525,0.6046434034543994,0.6073759733141012,0.5787858332648296,0.6059601674696753,0.792520171402197,1.0,0.8687145044245944,0.7002660440332162,0.6382847312836092,0.6273874680767728,0.5609365724056613,0.6186021653902406
PLK3,0.6246144095680637,0.5392342919770388,0.6243843402168414,0.6201657160929464,0.6172388450460323,0.6220465289133107,0.5961534217087949,0.6295399940893425,0.596960902575161,0.6388256697168232,0.6201657160929464,0.630026485263785,0.5725278547041365,0.5845047009636636,0.5716378243288724,0.5711084088132802,0.5995560531101626,0.6169524751858854,0.6267431992174856,0.6180326634328157,0.4975932996502907,0.6120937555560092,0.5076231123660963,0.5899687566263083,0.5396979103214903,0.6100064117637891,0.6060118993148566,0.6087444691745584,0.582437306128967,0.5961959448169397,0.7833244261318165,0.8687145044245944,1.0,0.7022739299138604,0.6131684275756393,0.6276082249019604,0.5594165345152509,0.6132361773501389
PLK4,0.679271038785214,0.570551035208172,0.695544376420973,0.6379543026192309,0.6862898472968058,0.6885418998795592,0.6516342330510295,0.6690500853607553,0.6644123537114077,0.7012490247293404,0.6393407865039105,0.6766363400753704,0.6339808606378545,0.6423835475564528,0.6286286449615522,0.6322122892164983,0.6338583162279255,0.6780309432687521,0.6663222389997999,0.6328296751176719,0.5656482331196965,0.6411908508160534,0.5509163169717063,0.651926925876227,0.6007970537318823,0.6389681919853645,0.6393013398916995,0.6449750862219895,0.6086705588588948,0.6906663073858418,0.6730101458572177,0.7002660440332162,0.7022739299138604,1.0,0.6648669269375275,0.6324656244708102,0.6132582340404048,0.6743967678985471
RET,0.664426309374578,0.5458260878694845,0.6450775429927761,0.6210093105710346,0.6731277329142977,0.664966650760043,0.6574506552262647,0.649479901514722,0.682330118174003,0.6674545086540437,0.622395794455714,0.6662369425828969,0.6264572735239893,0.6270421387513322,0.6348529848271055,0.6339235746190757,0.6430109397300379,0.75755306414254,0.7896867509678818,0.7373388799247953,0.5997047119937903,0.7411396943304136,0.630229469642096,0.7336686802673218,0.6575048534851624,0.6220290729621919,0.6309446477013777,0.6280359671988172,0.6502778749362619,0.6747592340708312,0.6169932227367176,0.6382847312836092,0.6131684275756393,0.6648669269375275,1.0,0.6579094911411094,0.6514908582885202,0.6607931916021119
RIPK1,0.6587424298314029,0.5593112556001217,0.6517259184944817,0.660408969145643,0.6620985040263404,0.6604231102759555,0.6973344832977757,0.6566110251328634,0.6921171692204215,0.6665649862368286,0.6617954530303225,0.6671464611596343,0.6468243559991642,0.6513732792682089,0.6495725837102466,0.6484865270408322,0.6526008350714437,0.6973611793216528,0.6708891736323112,0.6722012565319301,0.5787209916991513,0.6641257716187114,0.5594654415586251,0.6743523371107265,0.6204675173000708,0.6664595825021342,0.6658809045061218,0.6724664767387594,0.6442565434921814,0.6674372285421297,0.6065975558850084,0.6273874680767728,0.6276082249019604,0.6324656244708102,0.6579094911411094,1.0,0.6562972753202556,0.6670494912411492
RIPK2,0.6186793272158272,0.5171321713482467,0.599554911558792,0.5700437824604645,0.6198047932374037,0.6187793433714758,0.6174096315326646,0.6109222654910104,0.6149168660799187,0.6244207870083393,0.5700437824604645,0.6127994366470593,0.584920484749866,0.592624753863179,0.5874523043342453,0.5912650032248284,0.6010410210479554,0.6080655552787316,0.6312767379339325,0.6584408320185523,0.5845729642496607,0.6752296750450031,0.529428515793052,0.6682851677505919,0.5580968677440554,0.6287682959520928,0.6394989029643046,0.6273460436777905,0.6437466900289309,0.6018171357455471,0.5706590670311388,0.5609365724056613,0.5594165345152509,0.6132582340404048,0.6514908582885202,0.6562972753202556,1.0,0.703241922155936
RIPK3,0.6640546246847981,0.5674972732452426,0.6558153300132189,0.6144360723174733,0.6601218939436501,0.6628707518226489,0.6584186033050449,0.6779577287731183,0.6592139954133758,0.6782384653934536,0.6144360723174733,0.6852207359697091,0.6065595284239004,0.6387606028644159,0.6469247889529051,0.6096978959262703,0.6452209143575183,0.6508936366953874,0.650296492824935,0.6420973310776826,0.5731888935580169,0.6620076462516523,0.5697223966454261,0.6651058791999833,0.6004286863898625,0.6346237533124676,0.6300324808484874,0.6392441636644132,0.6127459765859455,0.6678331505663548,0.6198328084438839,0.6186021653902406,0.6132361773501389,0.6743967678985471,0.6607931916021119,0.6670494912411492,0.703241922155936,1.0
